canonical	count	symbol	root	quality	pitch_names	root_qual	chord_size
"000010010101"	1276	EmaddA	E	minor	E minor	E G A B	4
"100100010011"	10	Cm7addB	C	minor	C minor	C E- G B- B	5
"100011001100"	21	FmM7/CaddA	F	other	F other	C E F A- A	5
"100010000000"	36129	*	C	major	C major	C E	2
"100101010000"	1392	CmaddF	C	minor	C minor	C E- F G	4
"100100100100"	7072	F#o7/C	F#	diminished	F# diminished	C E- F# A	4
"010010011101"	6	A9/C#addG#	A	major	A major	C# E G G# A B	6
"010011001101"	7	AM9/C#addE#	A	other	A other	C# E E# G# A B	6
"010110100101"	11	B11/C#	B	major	B major	C# D# E F# A B	6
"100001000110"	1550	F/CaddB-	F	major	F major	C F A B-	4
"010101001000"	172	C#addD#	C#	major	C# major	C# D# E# G#	4
"101011001000"	16	D/o9/C	D	diminished	D diminished	C D E F A-	5
"010010100101"	60	F#m7/C#addB	F#	minor	F# minor	C# E F# A B	5
"010100110100"	7	D#/o7/C#addG	D#	diminished	D# diminished	C# D# F# G A	5
"000100010011"	75	E-addB	E-	other	E- other	E- G B- B	4
"110110001000"	5	D-mM9/C	D-	minor	D- minor	C D- E- F- A-	5
"010011010001"	38	C#/o7addE#	C#	other	C# other	C# E E# G B	5
"101101000101"	12	B/ob9/CaddE-	B	diminished	B diminished	C D E- F A B	6
"010010101000"	129	C#maddF#	C#	minor	C# minor	C# E F# G#	4
"000110001001"	389	F-maj7/C-	F-	major	F- major	E- F- A- C-	4
"000010101101"	120	EaddA,F#	E	major	E major	E F# G# A B	5
"010000110110"	6	F#m/C#addG,A#	F#	other	F# other	C# F# G A A#	5
"000011011000"	36	*	E	other	E other	E E# G G#	4
"100010100010"	109	F#dom7dim5/C	F#	other	F# other	C E F# A#	4
"000110110001"	59	C-addG,F-	C-	other	C- other	E- F- G- G C-	5
"110000000101"	16	*	A	other	A other	C C# A B	4
"010100000100"	517	*	D#	other	D# other	C# D# A	3
"001000000010"	35704	*	B-	major	B- major	D B-	2
"001100101010"	11	E-mM7/DaddA-	E-	minor	E- minor	D E- G- A- B-	5
"111010010010"	6	C7addD-,D	C	major	C major	C D- D E G B-	6
"000000111000"	11	*	G	other	G other	F# G G#	3
"100000100100"	7682	F#dim/C	F#	diminished	F# diminished	C F# A	3
"100010010111"	14	Am7/CaddB-,B	A	minor	A minor	C E G A B- B	6
"000010100101"	718	*	F#	minor	F# minor	E F# A B	4
"011011010010"	30	C#o11	C#	diminished	C# diminished	C# D E F G B-	6
"001000101100"	482	DaddG#	D	major	D major	D F# G# A	4
"000111100001"	10	C-addF-,F	C-	major	C- major	E- F- F G- C-	5
"010100010110"	49	*	A	major	A major	C# D# G A A#	5
"011000100011"	38	BmM9/C#	B	minor	B minor	C# D F# A# B	5
"001001001100"	561	DdimaddA	D	other	D other	D F A- A	4
"010000101000"	645	C#sus	F#	other	F# other	C# F# G#	3
"001000110101"	543	GM9/D	G	major	G major	D F# G A B	5
"001001011110"	10	Gm7/DaddA,A-	G	minor	G minor	D F G A- A B-	6
"010110000000"	258	*	C#	minor	C# minor	C# D# E	3
"001001000011"	145	B-/DaddB	B-	major	B- major	D F B- B	4
"100100111000"	24	A-7/CaddG	A-	major	A- major	C E- G- G A-	5
"101001011011"	8	Gm7/CaddA-,B	G	other	G other	C D F G A- B- B	7
"110100100100"	128	Ao7/CaddD-	A	diminished	A diminished	C D- E- G- A	5
"001011000101"	46	B/o7/DaddE	B	diminished	B diminished	D E F A B	5
"001000101001"	846	G#/o7/D	G#	diminished	G# diminished	D F# G# B	4
"101010110000"	113	CaddF#,D	C	major	C major	C D E F# G	5
"000110010101"	19	E-+addA,F-	E-	augmented	E- augmented	E- F- G A B	5
"010010110110"	5	F#m7/C#addG,A#	F#	other	F# other	C# E F# G A A#	6
"100010110010"	94	C7addF#	C	major	C major	C E F# G B-	5
"000011010010"	1294	EdimaddF	E	diminished	E diminished	E F G B-	4
"010010101100"	109	F#m9/C#	F#	minor	F# minor	C# E F# G# A	5
"100101010100"	708	F9/C	F	major	F major	C E- F G A	5
"000001000010"	16638	B-power/F	B-	other	B- other	F B-	2
"001001000100"	23009	Dm	D	minor	D minor	D F A	3
"110010011010"	5	Gob9/C	G	diminished	G diminished	C D- F- G A- B-	6
"010001010101"	8	A9#5/C#	A	augmented	A augmented	C# E# G A B	5
"011011000100"	98	DmM9/C#	D	minor	D minor	C# D E F A	5
"000101001110"	6	*	F	other	F other	E- F A- A B-	5
"001001010101"	765	G9/D	G	major	G major	D F G A B	5
"100011100100"	38	Fmaj7/CaddF#	F	major	F major	C E F F# A	5
"010001100100"	127	F#mM7/C#	F#	minor	F# minor	C# E# F# A	4
"110001001100"	8	D-maj7/CaddA	D-	other	D- other	C D- F A- A	5
"000101000001"	294	*	F	other	F other	E- F C-	3
"101110110100"	54	D7/CaddG,E,E-	D	major	D major	C D E- E F# G A	7
"010000101011"	8	F#/C#addG#,B	F#	major	F# major	C# F# G# A# B	5
"101010100101"	28	Bm7/CaddE	B	minor	B minor	C D E F# A B	6
"000101000100"	5109	*	F	major	F major	E- F A	3
"010010010001"	1005	C#/o7	C#	diminished	C# diminished	C# E G B	4
"001001001101"	219	Bo7/DaddA	B	diminished	B diminished	D F A- A B	5
"100011011000"	23	FmM9/C	F	minor	F minor	C E F G A-	5
"011001100011"	7	Bdim/C#addA#,F#	B	other	B other	C# D F F# A# B	6
"110100011010"	15	A-M11/C	A-	major	A- major	C D- E- G A- B-	6
"010001001000"	4691	C#	C#	major	C# major	C# E# G#	3
"010010000101"	1786	A/C#addB	A	major	A major	C# E A B	4
"001101100000"	11	*	D	other	D other	D D# F F#	4
"101001010110"	44	Gm11/C	G	minor	G minor	C D F G A B-	6
"010011000010"	359	A#dim/C#addE#	A#	other	A# other	C# E E# A#	4
"000101101000"	27	*	F	minor	F minor	E- F G- A-	4
"001010000100"	4841	Dsus2	D	other	D other	D E A	3
"000101001011"	17	F/o7/C-addB-	F	diminished	F diminished	E- F A- B- C-	5
"011011000010"	30	B-/C#addE	B-	major	B- major	C# D E F B-	5
"010010010100"	20063	A7/C#	A	major	A major	C# E G A	4
"010101001101"	8	A+M9/C#addD#	A	augmented	A augmented	C# D# E# G# A B	6
"001011001101"	21	Bo7/DaddA,E	B	diminished	B diminished	D E F A- A B	6
"100100000101"	73	Adim/CaddB	A	diminished	A diminished	C E- A B	4
"001010011000"	21	*	E	other	E other	D E G G#	4
"100111000000"	45	Fpower/CaddE,E-	F	other	F other	C E- E F	4
"101001101000"	6	D/o7/CaddF#	D	other	D other	C D F F# A-	5
"001011000110"	21	B-maj7/DaddE	B-	major	B- major	D E F A B-	5
"001000011100"	8	DsusaddG#	G	other	G other	D G G# A	4
"100101100100"	237	F7/CaddG-	F	major	F major	C E- F G- A	5
"101100000010"	468	Cm9	C	minor	C minor	C D E- B-	4
"000011101001"	5	EaddF,F#	E	major	E major	E F F# G# B	5
"000101110000"	20	*	E-	other	E- other	E- F G- G	4
"101010010010"	489	C9	C	major	C major	C D E G B-	5
"001010010011"	36	E/o7/DaddB	E	other	E other	D E G B- B	5
"100010101100"	5	F#/o9/C	F#	diminished	F# diminished	C E F# G# A	5
"100000001000"	9114	*	A-	major	A- major	C A-	2
"100001010011"	5	*	G	other	G other	C F G B- B	5
"110100100000"	34	CdimaddD-	C	diminished	C diminished	C D- E- G-	4
"000010101010"	24	F#9/E	F#	major	F# major	E F# G# A#	4
"000100110110"	25	E-maddG,A	E-	other	E- other	E- G- G A B-	5
"000001001110"	61	B-power/FaddA,A-	B-	other	B- other	F A- A B-	4
"000001110010"	14	*	G-	major	G- major	F G- G B-	4
"111001011101"	6	Gdom7dim5/CaddA,A-,D	G	other	G other	C D- D F G A- A B	8
"011010100001"	101	Bm/C#addE	B	minor	B minor	C# D E F# B	5
"001010011001"	53	Em7/DaddG#	E	other	E other	D E G G# B	5
"110010000110"	5	B-dim/CaddA	B-	diminished	B- diminished	C D- F- A B-	5
"100001010000"	4318	Csus	F	other	F other	C F G	3
"001000010111"	12	Gm/DaddA,B	G	other	G other	D G A B- B	5
"101111000010"	19	B-/CaddE,E-	B-	major	B- major	C D E- E F B-	6
"001000001011"	49	*	G#	other	G# other	D G# B- B	4
"101001110001"	10	G7/CaddF#	G	major	G major	C D F F# G B	6
"000011100001"	17	EpoweraddF,F#	E	other	E other	E F F# B	4
"000011110010"	5	EdimaddF,F#	E	diminished	E diminished	E F F# G B-	5
"011000100100"	2518	Dmaj7/C#	D	major	D major	C# D F# A	4
"010000010001"	900	*	C#	other	C# other	C# G B	3
"000101110101"	6	*	E-	other	E- other	E- F G- G A B	6
"000001010001"	5364	*	G	major	G major	F G B	3
"101000000110"	555	B-M9/C	B-	major	B- major	C D A B-	4
"001000010101"	3307	G/DaddA	G	major	G major	D G A B	4
"110001011111"	7	G/o11/CaddA,B	G	other	G other	C D- F G A- A B- B	8
"010010101011"	15	F#11/C#	F#	major	F# major	C# E F# G# A# B	6
"101000011001"	8	G/CaddA-	G	major	G major	C D G A- B	5
"010001000001"	921	*	C#	major	C# major	C# E# B	3
"110100101100"	20	A-7/CaddA,D-	A-	major	A- major	C D- E- G- A- A	6
"011001000001"	65	Bdim/C#	B	diminished	B diminished	C# D F B	4
"001011001100"	29	DdimaddA,E	D	other	D other	D E F A- A	5
"010011000011"	10	A#dim/C#addE#,B	A#	other	A# other	C# E E# A# B	5
"010000101101"	45	F#m/C#addG#,B	F#	minor	F# minor	C# F# G# A B	5
"000010011000"	167	*	E	other	E other	E G G#	3
"011000100101"	234	Bm9/C#	B	minor	B minor	C# D F# A B	5
"000001011011"	9	*	G	other	G other	F G A- B- B	5
"000010000010"	4973	*	A#	other	A# other	E A#	2
"000010100010"	1192	*	F#	major	F# major	E F# A#	3
"100101000010"	1127	*	C	minor	C minor	C E- F B-	4
"100101011000"	186	Fm9/C	F	minor	F minor	C E- F G A-	5
"001100010101"	5	E-+M7/DaddA	E-	augmented	E- augmented	D E- G A B	5
"101010010101"	56	Am11/C	A	minor	A minor	C D E G A B	6
"011010100000"	373	DM9/C#	D	major	D major	C# D E F#	4
"011001010001"	70	G7/C#	G	major	G major	C# D F G B	5
"001010010000"	6424	*	E	minor	E minor	D E G	3
"000001011000"	685	*	F	minor	F minor	F G A-	3
"001000010001"	62875	G/D	G	major	G major	D G B	3
"011001101001"	11	G#o7/C#addF#	G#	diminished	G# diminished	C# D F F# G# B	6
"100100010001"	468	CmM7	C	minor	C minor	C E- G B	4
"100110100101"	21	Ao9/CaddE	A	other	A other	C E- E G- A B	6
"000011000001"	356	EpoweraddF	E	other	E other	E F B	3
"000001000101"	1000	*	B	other	B other	F A B	3
"100001001001"	445	Fm/C-addC-	F	other	F other	C F A- C-	4
"011011110001"	5	C#/ob9addF,F#	C#	diminished	C# diminished	C# D E F F# G B	7
"110001010010"	11	G/o7/C	G	diminished	G diminished	C D- F G B-	5
"101000011010"	10	Gm/CaddA-	G	minor	G minor	C D G A- B-	5
"110000010101"	19	*	G	other	G other	C D- G A B	5
"100000001101"	57	AmM9/C	A	minor	A minor	C G# A B	4
"100001000101"	746	F/CaddB	F	major	F major	C F A B	4
"011000010010"	517	Gm/C#	G	minor	G minor	C# D G B-	4
"000100000101"	2205	*	A	other	A other	E- A B	3
"000100101010"	73	E-maddA-	E-	minor	E- minor	E- G- A- B-	4
"011011100010"	9	*	D	other	D other	C# D E F F# A#	6
"100100011000"	1227	A-maj7/C	A-	major	A- major	C E- G A-	4
"101101000001"	15	Bdim/CaddE-	B	diminished	B diminished	C D E- F B	5
"000101000010"	2515	E-sus2	E-	other	E- other	E- F B-	3
"010000010011"	34	*	A#	minor	A# minor	C# G A# B	4
"010000100110"	34	F#m/C#addA#	F#	other	F# other	C# F# A A#	4
"010011100001"	10	*	C#	other	C# other	C# E E# F# B	5
"010100010100"	169	Adom7dim5/C#	A	other	A other	C# E- G A	4
"100110110100"	8	Ao7/CaddG,E	A	other	A other	C E- E G- G A	6
"011010010100"	1738	A7/C#addD	A	major	A major	C# D E G A	5
"101101000100"	858	Dm7/CaddE-	D	minor	D minor	C D E- F A	5
"000001100001"	155	*	F	other	F other	F G- C-	3
"010010101010"	25	F#9/C#	F#	major	F# major	C# E F# G# A#	5
"000100100101"	5578	*	F#	minor	F# minor	E- F# A B	4
"001100101000"	39	*	G#	other	G# other	D D# F# G#	4
"011000000101"	346	Bm9/C#	B	minor	B minor	C# D A B	4
"100001100101"	7	F/CaddG-,B	F	major	F major	C F G- A B	5
"010001000110"	99	A+/C#addA#	A	augmented	A augmented	C# E# A A#	4
"000011010011"	7	EdimaddF,B	E	other	E other	E F G B- B	5
"110100000100"	39	Adim/CaddC#	A	other	A other	C C# E- A	4
"100010100101"	57	F#/o7/CaddB	F#	diminished	F# diminished	C E F# A B	5
"011100010010"	60	Gm/C#addD#	G	other	G other	C# D D# G B-	5
"000000010110"	1310	*	G	minor	G minor	G A B-	3
"110100010010"	170	Cm7addD-	C	minor	C minor	C D- E- G B-	5
"011010010010"	397	C#ob9	C#	diminished	C# diminished	C# D E G B-	5
"001001000101"	1472	B/o7/D	B	diminished	B diminished	D F A B	4
"010010110000"	185	C#dimaddF#	C#	diminished	C# diminished	C# E F# G	4
"101011010101"	25	CM13	C	major	C major	C D E F G A B	7
"010010100001"	306	*	C#	minor	C# minor	C# E F# B	4
"000001110110"	5	*	G-	major	G- major	F G- G A B-	5
"110001011101"	9	Gdom7dim5/CaddA,A-	G	other	G other	C D- F G A- A B	7
"001011010001"	833	Em7/DaddF	E	minor	E minor	D E F G B	5
"010011110100"	12	F#m7/C#addG,E#	F#	minor	F# minor	C# E E# F# G A	6
"101100011000"	45	A-maj7/CaddD	A-	major	A- major	C D E- G A-	5
"001010001100"	478	*	E	major	E major	D E G# A	4
"010011001100"	12	Amaj7/C#addE#	A	other	A other	C# E E# G# A	5
"010011010000"	130	C#dimaddE#	C#	other	C# other	C# E E# G	4
"001001000000"	32766	*	D	minor	D minor	D F	2
"100011010001"	108	Cmaj7addF	C	major	C major	C E F G B	5
"100100110000"	549	CdimaddG	C	other	C other	C E- G- G	4
"000101001001"	262	F/o7/C-	F	diminished	F diminished	E- F A- C-	4
"000110011010"	11	E-addF-,A-	E-	major	E- major	E- F- G A- B-	5
"101010110001"	19	CM9addF#	C	major	C major	C D E F# G B	6
"000111000100"	39	*	F	major	F major	E- E F A	4
"000110000010"	62	E-poweraddF-	E-	other	E- other	E- F- B-	3
"001010111001"	6	Em9/DaddG#	E	other	E other	D E F# G G# B	6
"000011000010"	836	*	E	other	E other	E F B-	3
"110000010000"	202	CpoweraddD-	C	other	C other	C D- G	3
"110000010010"	116	Gdim/C	G	diminished	G diminished	C D- G B-	4
"101001100000"	31	*	D	other	D other	C D F F#	4
"001010000101"	1299	*	B	minor	B minor	D E A B	4
"000010101001"	764	EaddF#	E	major	E major	E F# G# B	4
"000110100010"	36	E-maddF-	E-	minor	E- minor	E- F- G- B-	4
"010101001111"	6	A+M9/C#addA#,D#	A	augmented	A augmented	C# D# E# G# A A# B	7
"010000000100"	27119	*	A	major	A major	C# A	2
"000100111000"	10	A-power/E-addG,G-	A-	other	A- other	E- G- G A-	4
"100110000110"	11	Adim/CaddB-,E	A	other	A other	C E- E A B-	5
"001001011100"	14	DdimaddG,A	D	other	D other	D F G A- A	5
"100010011000"	177	A-+M7/C	A-	augmented	A- augmented	C E G A-	4
"101010001000"	105	C+addD	C	augmented	C augmented	C D E G#	4
"101100000001"	47	CmM9	C	minor	C minor	C D E- B	4
"101011000010"	43	B-/CaddE	B-	major	B- major	C D E F B-	5
"100001011010"	85	Fm/CaddG,B-	F	minor	F minor	C F G A- B-	5
"011000110100"	110	Dmaj7/C#addG	D	major	D major	C# D F# G A	5
"011000010100"	753	*	A	major	A major	C# D G A	4
"101011011000"	12	D/o9/CaddG	D	diminished	D diminished	C D E F G A-	6
"000000100001"	7220	Bpower/F#	B	other	B other	F# B	2
"101001100101"	22	B/ob9/CaddF#	B	other	B other	C D F F# A B	6
"000010010001"	16847	Em	E	minor	E minor	E G B	3
"100011000101"	53	Fmaj7/CaddB	F	major	F major	C E F A B	5
"000100000001"	5719	*	C-	major	C- major	E- C-	2
"001011010011"	9	E/ob9/DaddB	E	other	E other	D E F G B- B	6
"001001001001"	6621	G#o7/D	G#	diminished	G# diminished	D F G# B	4
"100010001101"	63	AmM9/C	A	minor	A minor	C E G# A B	5
"100000011000"	1216	*	A-	major	A- major	C G A-	3
"000110110000"	46	*	E-	other	E- other	E- E G- G	4
"000101010000"	1975	*	E-	major	E- major	E- F G	3
"001110010100"	6	*	E-	major	E- major	D E- E G A	5
"110000010100"	53	*	A	other	A other	C C# G A	4
"010101010010"	140	D#9/C#	D#	major	D# major	C# D# E# F## A#	5
"010101011010"	14	D#11/C#	D#	major	D# major	C# D# E# F## G# A#	6
"001010110010"	22	E/o9/D	E	diminished	E diminished	D E F# G B-	5
"010000001000"	2777	C#power	C#	other	C# other	C# G#	2
"000011010001"	598	EmaddF	E	minor	E minor	E F G B	4
"100100110110"	8	Aob9/CaddG	A	diminished	A diminished	C E- G- G A B-	6
"001101010100"	23	DmaddG,E-	D	minor	D minor	D E- F G A	5
"010010000011"	133	A#dim/C#addB	A#	diminished	A# diminished	C# E A# B	4
"010001101001"	59	C#7addF#	C#	major	C# major	C# E# F# G# B	5
"101100001010"	64	A-/CaddB-,D	A-	major	A- major	C D E- A- B-	5
"000100000011"	278	*	C-	major	C- major	E- B- C-	3
"101101000000"	611	*	D	minor	D minor	C D E- F	4
"001101100101"	6	*	E-	other	E- other	D E- F G- A B	6
"011000001011"	5	G#dim/C#addA#	G#	diminished	G# diminished	C# D G# A# B	5
"100100010010"	3464	Cm7	C	minor	C minor	C E- G B-	4
"100100101100"	82	A-7/CaddA	A-	major	A- major	C E- G- A- A	5
"101010100001"	14	Bm/CaddE	B	minor	B minor	C D E F# B	5
"000011001101"	15	*	F	other	F other	E F A- A B	5
"110000000110"	17	*	A	other	A other	C C# A A#	4
"000001000100"	33803	*	F	major	F major	F A	2
"111011010100"	6	D-+M7/CaddG,E,D	D-	augmented	D- augmented	C D- D E F G A	7
"010100010010"	4204	D#7/C#	D#	major	D# major	C# D# F## A#	4
"010000010100"	5466	*	A	major	A major	C# G A	3
"000010100000"	4951	*	F#	other	F# other	E F#	2
"000010100011"	70	*	F#	major	F# major	E F# A# B	4
"101011000110"	15	B-M9/CaddE	B-	major	B- major	C D E F A B-	6
"000010011010"	68	EdimaddG#	E	other	E other	E G G# B-	4
"100101001110"	6	Fm7/CaddA,B-	F	other	F other	C E- F A- A B-	6
"100101010001"	20	CmM7addF	C	minor	C minor	C E- F G B	5
"100001010010"	1292	*	G	minor	G minor	C F G B-	4
"011000001101"	77	G#dim/C#addA	G#	diminished	G# diminished	C# D G# A B	5
"010100001000"	544	C#sus2	C#	other	C# other	C# D# G#	3
"000001101010"	33	G-M9/F	G-	major	G- major	F G- A- B-	4
"011100100000"	7	*	D	major	D major	C# D D# F#	4
"000100011011"	12	E-addB,A-	E-	other	E- other	E- G A- B- B	5
"011011000000"	43	DmM9/C#	D	minor	D minor	C# D E F	4
"110101001101"	17	D-M9/C-addA,C-	D-	other	D- other	C D- E- F A- A C-	7
"100011010100"	510	FM9/C	F	major	F major	C E F G A	5
"110001010000"	46	*	D-	major	D- major	C D- F G	4
"010000110100"	545	F#m/C#addG	F#	minor	F# minor	C# F# G A	4
"100010110101"	23	F#/o11/C	F#	diminished	F# diminished	C E F# G A B	6
"110101000010"	13	B-m/CaddE-	B-	minor	B- minor	C D- E- F B-	5
"100001011001"	13	Fm/CaddG,B	F	minor	F minor	C F G A- B	5
"010010110011"	8	F#7/C#addG,B	F#	major	F# major	C# E F# G A# B	6
"010010100110"	19	F#m7/C#addA#	F#	other	F# other	C# E F# A A#	5
"010011000110"	11	A/C#addA#,E#	A	other	A other	C# E E# A A#	5
"000001110000"	33	*	G	other	G other	F F# G	3
"100011010101"	60	FM9/CaddB	F	major	F major	C E F G A B	6
"001100100110"	14	E-mM7/DaddA	E-	minor	E- minor	D E- G- A B-	5
"100011001001"	24	FmM7/CaddB	F	minor	F minor	C E F A- B	5
"101100110101"	14	Ao9/CaddG,D	A	diminished	A diminished	C D E- G- G A B	7
"111001001101"	16	*	B	other	B other	C D- D F A- A B	7
"010001011010"	27	A#m/C#addG,G#	A#	minor	A# minor	C# E# G G# A#	5
"011001000000"	337	*	D	minor	D minor	C# D F	3
"100100010101"	18	A/o9/C	A	diminished	A diminished	C E- G A B	5
"101110100100"	13	D7/CaddE,E-	D	major	D major	C D E- E F# A	6
"110001011000"	11	D-maj7/CaddG	D-	major	D- major	C D- F G A-	5
"001100110001"	5	*	E-	other	E- other	D E- G- G B	5
"000010110101"	138	EmaddA,F#	E	minor	E minor	E F# G A B	5
"101110000000"	5	*	C	other	C other	C D E- E	4
"010011100101"	6	F#m7/C#addE#,B	F#	minor	F# minor	C# E E# F# A B	6
"010000100100"	8191	F#m/C#	F#	minor	F# minor	C# F# A	3
"101100100000"	192	CdimaddD	C	diminished	C diminished	C D E- G-	4
"001001010011"	99	Gm7/DaddB	G	other	G other	D F G B- B	5
"011000101001"	20	G#/o7/C#	G#	diminished	G# diminished	C# D F# G# B	5
"010100000101"	50	B9/C#	B	major	B major	C# D# A B	4
"100000101010"	16	A-9/C	A-	major	A- major	C G- A- B-	4
"100110000000"	303	*	C	other	C other	C E- E	3
"000000100111"	6	Bpower/F#addA,A#	B	other	B other	F# A A# B	4
"010001010000"	433	*	C#	other	C# other	C# E# G	3
"100010010001"	2484	Cmaj7	C	major	C major	C E G B	4
"011110000100"	6	A/C#addD,D#	A	major	A major	C# D D# E A	5
"110101101101"	7	D-M11/C-addA,C-	D-	other	D- other	C D- E- F G- A- A C-	8
"001011001001"	297	Bo7/DaddE	B	diminished	B diminished	D E F A- B	5
"001000100000"	37763	*	D	major	D major	D F#	2
"000010000001"	12658	Epower	E	other	E other	E B	2
"010101000010"	206	A#m/C#addD#	A#	minor	A# minor	C# D# E# A#	4
"010001010110"	6	A7+/C#addA#	A	augmented	A augmented	C# E# G A A#	5
"110000100000"	120	*	C	other	C other	C D- G-	3
"010010000111"	5	A/C#addA#,B	A	major	A major	C# E A A# B	5
"101001100001"	17	Bdim/CaddF#	B	other	B other	C D F F# B	5
"100100100110"	263	Aob9/C	A	diminished	A diminished	C E- G- A B-	5
"100100100101"	185	Ao7/C-addC-	A	other	A other	C E- G- A C-	5
"000001101100"	11	*	F	other	F other	F F# A- A	4
"011000110000"	87	*	D	major	D major	C# D F# G	4
"000101000101"	146	*	F	major	F major	E- F A B	4
"101011010000"	521	CaddF,D	C	major	C major	C D E F G	5
"011000010001"	662	G/C#	G	major	G major	C# D G B	4
"000111100101"	11	C-susaddA,F,E-	F-	other	F- other	E- F- F G- A C-	6
"001001100010"	91	G-+M7/D	G-	augmented	G- augmented	D F G- B-	4
"100100101000"	1727	A-7/C	A-	major	A- major	C E- G- A-	4
"010101100010"	12	D#m9/C#	D#	minor	D# minor	C# D# E# F# A#	5
"001011001000"	84	*	D	other	D other	D F- F A-	4
"000001001010"	5967	B-power/FaddA-	B-	other	B- other	F A- B-	3
"010010000001"	2191	*	C#	minor	C# minor	C# E B	3
"010011011101"	10	A9/C#addE#,G#	A	other	A other	C# E E# G G# A B	7
"010100100011"	7	BM9/C#	B	major	B major	C# D# F# A# B	5
"110101011101"	21	CmM7addA,F,D-,A-	C	minor	C minor	C D- E- F G A- A B	8
"100000110110"	15	F#dim/CaddG,B-	F#	diminished	F# diminished	C F# G A B-	5
"010001000101"	60	F+/C#addB	F	augmented	F augmented	C# F A B	4
"001000111100"	8	DaddG,G#	D	major	D major	D F# G G# A	5
"011011001001"	24	C#m7addF,D	C#	minor	C# minor	C# D E F G# B	6
"010001010001"	105	C#dom7dim5	C#	other	C# other	C# E# G B	4
"100000101100"	51	*	F#	other	F# other	C F# A- A	4
"111001111101"	5	Gdom7dim5/CaddA,A-,F#,D	G	other	G other	C D- D F F# G A- A B	9
"101100100010"	7	C/o9	C	diminished	C diminished	C D E- G- B-	5
"000010000100"	21067	Apower/E	A	other	A other	E A	2
"111000000001"	6	*	B	minor	B minor	C C# D B	4
"010010010101"	706	A9/C#	A	major	A major	C# E G A B	5
"001101000001"	91	Bdim/DaddD#	B	other	B other	D D# F B	4
"100001001101"	23	Fm/CaddA,B	F	other	F other	C F A- A B	5
"001101000010"	1699	B-/DaddE-	B-	major	B- major	D E- F B-	4
"010000100010"	4214	F#/C#	F#	major	F# major	C# F# A#	3
"010010110001"	58	C#/o7addF#	C#	diminished	C# diminished	C# E F# G B	5
"001101100010"	13	E-mM9/D	E-	minor	E- minor	D E- F G- B-	5
"100001001100"	298	Fm/CaddA	F	other	F other	C F A- A	4
"010001101000"	107	C#addF#	C#	major	C# major	C# E# F# G#	4
"101100100110"	60	Aob9/CaddD	A	diminished	A diminished	C D E- G- A B-	6
"000000111001"	22	*	G	major	G major	F# G G# B	4
"100100110100"	357	Ao7/CaddG	A	diminished	A diminished	C E- G- G A	5
"000100001110"	6	E-susaddA	A-	other	A- other	E- A- A B-	4
"000011010100"	435	FM9/E	F	major	F major	E F G A	4
"001001101001"	136	Bo7/DaddF#	B	other	B other	D F F# A- B	5
"010100010000"	1562	*	C#	other	C# other	C# E- G	3
"111001001000"	8	D-maj7/CaddD	D-	major	D- major	C D- D F A-	5
"111100000000"	5	*	C	minor	C minor	C D- D E-	4
"101100000000"	1120	*	C	minor	C minor	C D E-	3
"000101100110"	20	E-maddA,F	E-	minor	E- minor	E- F G- A B-	5
"100010011010"	106	A-+M9/C	A-	augmented	A- augmented	C E G A- B-	5
"000011001100"	43	*	F	major	F major	E F G# A	4
"001001100101"	82	B/o7/DaddF#	B	other	B other	D F F# A B	5
"001110010010"	24	E-maj7/DaddE	E-	major	E- major	D E- E G B-	5
"100000110001"	77	*	G	major	G major	C F# G B	4
"100101001101"	7	Fm7/CaddA,B	F	other	F other	C E- F A- A B	6
"010000000000"	22844	C#pedal	C#	other	C# other	C#	1
"010000000101"	1346	*	A	major	A major	C# A B	3
"100100000100"	6885	Adim/C	A	diminished	A diminished	C E- A	3
"100001011000"	777	Fm/CaddG	F	minor	F minor	C F G A-	4
"000000010011"	219	*	G	other	G other	G B- B	3
"110101000000"	38	D-M9/C	D-	major	D- major	C D- E- F	4
"010011001001"	14	C#m7addE#	C#	other	C# other	C# E E# G# B	5
"000011000110"	75	*	F	major	F major	E F A B-	4
"000001000001"	4959	*	B	other	B other	F B	2
"101010100100"	742	D9/C	D	major	D major	C D E F# A	5
"001101010001"	201	E-+M9/D	E-	augmented	E- augmented	D E- F G B	5
"010011001000"	41	C#maddE#	C#	other	C# other	C# E E# G#	4
"110001011010"	8	G/o11/C	G	diminished	G diminished	C D- F G A- B-	6
"000100000111"	17	*	A	other	A other	E- A B- B	4
"100001100000"	120	Fpower/CaddG-	F	other	F other	C F G-	3
"010001101010"	6	F#M9/C#	F#	major	F# major	C# E# F# G# A#	5
"011000100010"	163	D+M7/C#	D	augmented	D augmented	C# D F# A#	4
"011110100000"	5	DM9/C#addD#,omitA	D	major	D major	C# D D# E F#	5
"101100000100"	401	Adim/CaddD	A	diminished	A diminished	C D E- A	4
"001000110100"	2459	DaddG	D	major	D major	D F# G A	4
"110010000001"	5	*	C	major	C major	C C# E B	4
"000011010101"	57	EmaddA,F	E	minor	E minor	E F G A B	5
"101011000001"	87	Bdim/CaddE	B	diminished	B diminished	C D E F B	5
"010011011111"	20	A9/C#addA#,E#,G#	A	other	A other	C# E E# G G# A A# B	8
"001001000111"	14	B-maj7/DaddB	B-	major	B- major	D F A B- B	5
"100000011100"	11	*	A-	major	A- major	C G A- A	4
